"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,20,2,0.4,2,116,1,0.588838209433392,0.908829611646733,-0.411161790566608,1.06879533355221,0.17,0.14
200,20,2,0.4,3,74,1,0.664770805356026,0.587254045401304,-0.335229194643974,0.693760117888939,0.46,0.35
200,20,2,0.4,4,53,1,0.870449813313906,0.789071472809049,-0.129550186686094,0.79796400895136,0.63,0.4
200,20,2,0.4,5,41,1,0.947574872503685,0.445719091784087,-0.0524251274963146,0.444010294859251,0.83,0.36
200,20,2,0.4,6,32,1,0.926101783205305,0.376719143298104,-0.0738982167946947,0.378412898310558,0.8,0.36
200,20,2,0.4,7,26,1,0.885018310450442,0.343975637094226,-0.114981689549558,0.353756669654955,0.86,0.45
200,20,2,0.4,8,22,1,1.01892718065973,0.275093205771155,0.0189271806597329,0.272700511881169,0.88,0.47
200,20,2,0.4,9,18,1,1.0246969719436,0.220575900594573,0.0246969719436043,0.218980082011811,0.92,0.57
200,20,2,0.4,10,16,1,1.0798171030216,0.19750251850817,0.0798171030215988,0.201898263257849,0.91,0.63
200,20,2,0.4,11,13,1,1.04314936084529,0.272196665415463,0.0431493608452913,0.271336566102665,0.93,0.6
200,20,2,0.4,12,11,1,0.992811226360163,0.183857156782473,-0.00718877363983705,0.182070263681093,0.91,0.62
200,20,2,0.4,13,10,1,0.997643020227236,0.244900747245814,-0.00235697977276439,0.242457295127005,0.91,0.63
200,20,2,0.4,14,8,1,0.976257657729039,0.212058606209538,-0.0237423422709614,0.210501718963954,0.91,0.53
200,20,2,0.4,15,7,1,1.02099388718235,0.163195217046109,0.0209938871823463,0.162004008174673,0.93,0.62
200,20,2,0.4,16,6,1,0.914586733656343,0.183782891011164,-0.0854132663436574,0.189240488168545,0.94,0.58
200,20,2,0.4,17,5,1,1.05367711746332,0.206297542485437,0.0536771174633215,0.207115799999753,0.91,0.63
200,20,2,0.4,18,4,1,1.04642988580409,0.186630381503016,0.0464298858040912,0.186919811983767,0.96,0.69
200,20,2,0.4,19,4,1,0.996647769020736,0.164296108090478,-0.00335223097926418,0.162664384462111,0.96,0.62
200,20,2,0.4,20,3,1,1.01114936589933,0.267477009716531,0.0111493658993267,0.264926547979323,0.93,0.51
200,20,2,0.4,21,2,1,1.04113626156758,0.316556531645306,0.0411362615675812,0.31508315834461,0.93,0.48
200,20,2,0.4,22,2,1,1.02341603587687,0.286810405107326,0.02341603587687,0.28449061179244,0.93,0.54
