"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,40,1,0.4,2,58,1,0.52043247998025,0.663990494278752,-0.47956752001975,0.887335595593858,0.15,0.04
200,40,1,0.4,3,37,1,0.774285746411254,0.658680560503924,-0.225714253588746,0.70304067917201,0.5,0.35
200,40,1,0.4,4,27,1,0.779899490490724,0.449929972038414,-0.220100509509276,0.493874906604273,0.66,0.31
200,40,1,0.4,5,21,1,0.985386127213328,0.482978690412786,-0.0146138727866725,0.478362468786484,0.81,0.47
200,40,1,0.4,6,16,1,0.909213720006477,0.345761778597981,-0.0907862799935231,0.350546309447063,0.87,0.42
200,40,1,0.4,7,13,1,0.809314052910827,0.332353557990309,-0.190685947089173,0.365391152827701,0.84,0.39
200,40,1,0.4,8,11,1,1.00973815402674,0.213139893366269,0.00973815402673806,0.211103326076455,0.92,0.59
200,40,1,0.4,9,9,1,1.03970445523797,0.267056403449972,0.0397044552379731,0.265962283181216,0.92,0.6
200,40,1,0.4,10,8,1,0.92720339573494,0.281472055784811,-0.07279660426506,0.283956680819486,0.93,0.46
200,40,1,0.4,11,7,1,1.00168475107426,0.254772053978934,0.00168475107425547,0.252227171825327,0.89,0.63
200,40,1,0.4,12,6,1,1.06097908883789,0.223577053666355,0.0609790888378883,0.22505973240519,0.9,0.69
200,40,1,0.4,13,5,1,0.986684205266459,0.141568624564156,-0.0133157947335406,0.140330248707901,0.99,0.58
200,40,1,0.4,14,4,1,0.963729714711346,0.21119905136353,-0.0362702852886541,0.210402594444816,0.92,0.59
200,40,1,0.4,15,4,1,0.890673472039727,0.213099405290957,-0.109326527960273,0.222920700953896,0.91,0.6
200,40,1,0.4,16,3,1,1.00305071926539,0.180359313719113,0.00305071926539124,0.178565027469958,0.93,0.64
200,40,1,0.4,17,3,1,0.964896944601086,0.221966672933205,-0.0351030553989137,0.220979230702212,0.91,0.58
200,40,1,0.4,18,2,1,1.00678660759238,0.226545382932369,0.00678660759238281,0.224325987145659,0.9,0.64
200,40,1,0.4,19,2,1,0.962407950145066,0.192042849096698,-0.0375920498549339,0.191535582818027,0.94,0.6
200,40,1,0.4,20,2,1,0.988744999108063,0.21659577113566,-0.0112550008919374,0.214556488469381,0.92,0.61
