"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,4.44444444444444,0.8,2,2,518,10,4.67047005688675,27.004204641066,-5.32952994311325,55.138052009196,0.02,0.16
200,4.44444444444444,0.8,2,3,331,10,7.40854563677275,22.303842031781,-2.59145436322725,28.7964393281527,0.38,0.74
200,4.44444444444444,0.8,2,4,237,10,9.63655193914136,7.48729157431131,-0.363448060858643,7.5445131515101,0.77,0.95
200,4.44444444444444,0.8,2,5,181,10,9.77202879364367,3.8925226722664,-0.227971206356333,3.9055683164713,0.79,0.98
200,4.44444444444444,0.8,2,6,143,10,9.42180143358187,6.37510496209914,-0.578198566418134,6.64566749468613,0.79,0.95
200,4.44444444444444,0.8,2,7,116,10,9.56623898636769,3.47482404161683,-0.433761013632312,3.62822441814799,0.8,0.98
200,4.44444444444444,0.8,2,8,96,10,9.92601017950322,2.92603163010545,-0.0739898204967844,2.90224580734154,0.9,0.98
200,4.44444444444444,0.8,2,9,81,10,10.147808782248,1.00770654328808,0.147808782248051,1.01947691396485,0.84,1
200,4.44444444444444,0.8,2,10,68,10,10.0698335177876,0.694401766643693,0.0698335177876448,0.692334469183854,0.95,1
200,4.44444444444444,0.8,2,11,58,10,10.04619507124,0.871658450074573,0.0461950712400334,0.865075850180699,0.91,1
200,4.44444444444444,0.8,2,12,49,10,9.97925092245076,0.714877288248191,-0.0207490775492438,0.708159039584854,0.9,1
200,4.44444444444444,0.8,2,13,42,10,10.0202578431325,0.664241489325423,0.0202578431325069,0.65800945464055,0.9,1
200,4.44444444444444,0.8,2,14,36,10,9.94816633439097,0.555767341133274,-0.0518336656090295,0.55289639661241,0.91,1
200,4.44444444444444,0.8,2,15,30,10,10.0773189746304,0.500745417544472,0.0773189746303746,0.50171618720692,0.94,1
200,4.44444444444444,0.8,2,16,26,10,9.97128582906846,0.433478120867089,-0.0287141709315399,0.429967843270704,0.96,1
200,4.44444444444444,0.8,2,17,22,10,9.90049517159085,0.68158544740453,-0.0995048284091453,0.684670803807218,0.91,1
200,4.44444444444444,0.8,2,18,18,10,9.90088729970057,0.524274926927577,-0.0991127002994272,0.528855505018945,0.88,1
200,4.44444444444444,0.8,2,19,15,10,10.0159030936751,0.365664391304201,0.0159030936750586,0.362260655779596,0.97,1
200,4.44444444444444,0.8,2,20,12,10,10.0588408689819,0.470172382393303,0.0588408689819193,0.468932906431918,0.92,1
200,4.44444444444444,0.8,2,21,9,10,9.98399260485062,0.402477888385718,-0.0160073951493818,0.398709346201329,0.93,1
200,4.44444444444444,0.8,2,22,7,10,10.0028592799807,0.415110588296656,0.00285927998070967,0.410967657895698,0.93,1
200,4.44444444444444,0.8,2,23,4,10,10.020011624118,0.40123456736636,0.0200116241180197,0.397622686792537,0.92,1
200,4.44444444444444,0.8,2,24,2,10,9.89059679403253,0.462313227811937,-0.109403205967469,0.469659157009778,0.88,1
