"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,5.71428571428571,0.8,2,2,403,10,5.27260812745531,24.7536733590852,-4.72739187254469,46.8543705420959,0.05,0.16
200,5.71428571428571,0.8,2,3,257,10,7.09176412306683,22.3466501642266,-2.90823587693317,30.5810195784656,0.46,0.71
200,5.71428571428571,0.8,2,4,184,10,8.89252860525762,11.9832223405846,-1.10747139474238,13.0898830073514,0.71,0.89
200,5.71428571428571,0.8,2,5,141,10,9.3516668627455,8.0589968460337,-0.648333137254498,8.39874273443562,0.83,0.93
200,5.71428571428571,0.8,2,6,111,10,9.63633580245326,5.65567279810705,-0.363664197546742,5.73136771870329,0.84,0.96
200,5.71428571428571,0.8,2,7,91,10,9.68944279775319,5.59034537675,-0.310557202246811,5.63088769884987,0.82,0.96
200,5.71428571428571,0.8,2,8,75,10,9.82601780061978,3.13561228612741,-0.173982199380225,3.13452596896731,0.91,0.98
200,5.71428571428571,0.8,2,9,63,10,10.0827159861536,1.03315300162704,0.0827159861536266,1.02966340597613,0.91,1
200,5.71428571428571,0.8,2,10,53,10,9.76839456106024,2.94985899896574,-0.231605438939761,2.97400148832256,0.92,0.98
200,5.71428571428571,0.8,2,11,45,10,9.9371876590177,0.648823792570103,-0.0628123409823047,0.646280944824079,0.94,1
200,5.71428571428571,0.8,2,12,38,10,9.96979748485899,0.81727863092388,-0.0302025151410117,0.810018036535484,0.92,1
200,5.71428571428571,0.8,2,13,33,10,9.97005795986357,0.721967032707148,-0.0299420401364348,0.715643888147608,0.92,1
200,5.71428571428571,0.8,2,14,28,10,10.0473254559433,0.523063238546835,0.047325455943275,0.520072304941606,0.95,1
200,5.71428571428571,0.8,2,15,24,10,10.0246982812786,0.455580662086382,0.0246982812785514,0.451634860563632,0.94,1
200,5.71428571428571,0.8,2,16,20,10,9.9006478553651,0.499939995412087,-0.0993521446348957,0.504811444101519,0.88,1
200,5.71428571428571,0.8,2,17,17,10,9.94201796152863,0.467410916964236,-0.0579820384713656,0.466098724579888,0.95,1
200,5.71428571428571,0.8,2,18,14,10,9.96292682227474,0.583896253767487,-0.0370731777252562,0.57943171173646,0.9,1
200,5.71428571428571,0.8,2,19,12,10,9.94602750412973,0.373938519538205,-0.0539724958702674,0.373112164653289,0.95,1
200,5.71428571428571,0.8,2,20,9,10,10.0360025348317,0.562903645711322,0.0360025348316899,0.558570791768516,0.88,1
200,5.71428571428571,0.8,2,21,7,10,9.91825157873604,0.44442705702283,-0.0817484212639599,0.446665590831752,0.95,1
200,5.71428571428571,0.8,2,22,5,10,9.92598610432207,0.445614180483754,-0.074013895677929,0.446636095432339,0.93,1
200,5.71428571428571,0.8,2,23,4,10,10.020011624118,0.40123456736636,0.0200116241180197,0.397622686792537,0.92,1
200,5.71428571428571,0.8,2,24,2,10,9.89059679403253,0.462313227811937,-0.109403205967469,0.469659157009778,0.88,1
