"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,8,0.4,2,2,288,10,5.11056274284309,27.1082353704329,-4.88943725715691,50.7437497084026,0,0.16
200,8,0.4,2,3,184,10,8.35882151817435,16.9307808430354,-1.64117848182565,19.4549398438126,0.54,0.82
200,8,0.4,2,4,132,10,8.30549868115618,16.5318878181654,-1.69450131884382,19.2379036595471,0.66,0.82
200,8,0.4,2,5,101,10,9.77050375052055,4.77780128066456,-0.229496249479448,4.78269179638304,0.8,0.97
200,8,0.4,2,6,80,10,10.0381787425736,2.4937472576842,0.0381787425736473,2.47026740149186,0.9,0.99
200,8,0.4,2,7,65,10,9.73587455490572,2.34099474497336,-0.264125445094276,2.38734704826988,0.86,0.99
200,8,0.4,2,8,54,10,9.9032226664911,1.00924797551554,-0.0967773335089017,1.00852134804148,0.91,1
200,8,0.4,2,9,45,10,10.1245369211541,1.08460759549292,0.124536921154062,1.08927096426853,0.89,1
200,8,0.4,2,10,38,10,10.0841342128243,0.808069296982922,0.0841342128242513,0.807067169780649,0.92,1
200,8,0.4,2,11,32,10,9.99204796135899,0.930227671955218,-0.00795203864101168,0.920988630154214,0.93,1
200,8,0.4,2,12,28,10,10.0281762503576,0.867284923824097,0.0281762503575962,0.85940597567007,0.91,1
200,8,0.4,2,13,24,10,9.77771180794313,1.62635921291781,-0.222288192056874,1.65950766111655,0.92,0.99
200,8,0.4,2,14,20,10,10.073761112141,0.477408482268931,0.0737611121409625,0.478075099110513,0.95,1
200,8,0.4,2,15,17,10,9.95704623924612,0.486042092946283,-0.0429537607538801,0.483026697579722,0.98,1
200,8,0.4,2,16,15,10,10.0330240276983,0.463603585723605,0.0330240276982963,0.460058136271787,0.95,1
200,8,0.4,2,17,12,10,9.96383986479544,0.442176742124157,-0.0361601352045628,0.439062530080928,0.95,1
200,8,0.4,2,18,10,10,10.0242215624245,0.420193498995231,0.0242215624245237,0.416578248091564,0.94,1
200,8,0.4,2,19,8,10,9.91682553479268,0.478534833589899,-0.0831744652073212,0.480667476916524,0.91,1
200,8,0.4,2,20,7,10,9.86370839955986,0.46540319038198,-0.136291600440142,0.479324558828696,0.94,1
200,8,0.4,2,21,5,10,9.98492677370693,0.465347676784122,-0.0150732262930671,0.460921402167162,0.89,1
200,8,0.4,2,22,4,10,10.0634364891711,0.377329513786022,0.0634364891710906,0.377580406806516,0.96,1
200,8,0.4,2,23,3,10,9.89096285754819,0.351880346837659,-0.109037142451809,0.360250641803338,0.95,1
200,8,0.4,2,24,2,10,9.89413582203295,0.418909979179411,-0.105864177967055,0.425928103564257,0.88,1
