"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,20,2,0.6,2,116,10,5.37123006631748,26.7209393826992,-4.62876993368252,47.8792410878355,0.12,0.13
200,20,2,0.6,3,74,10,7.12676961754205,20.5576026971044,-2.87323038245795,28.6074795008128,0.43,0.72
200,20,2,0.6,4,53,10,8.70109566895522,12.426650836288,-1.29890433104478,13.989536789132,0.61,0.87
200,20,2,0.6,5,41,10,9.40456156734075,6.26698935533634,-0.595438432659247,6.55886638887068,0.83,0.94
200,20,2,0.6,6,32,10,9.5568888962425,4.33410588936647,-0.443111103757497,4.48711228074599,0.81,0.96
200,20,2,0.6,7,26,10,9.50922446629495,4.25080785914342,-0.490775533705049,4.44916040503546,0.86,0.96
200,20,2,0.6,8,22,10,10.0236501428458,0.379601390652811,0.0236501428457725,0.376364706002908,0.87,1
200,20,2,0.6,9,18,10,10.0291355539408,0.299055638191342,0.0291355539408222,0.296913962312867,0.95,1
200,20,2,0.6,10,16,10,10.0916761475276,0.267676073578446,0.0916761475276306,0.273403828868169,0.9,1
200,20,2,0.6,11,13,10,10.0554256863514,0.38289484258178,0.0554256863513523,0.382137900863481,0.92,1
200,20,2,0.6,12,11,10,9.9925125109974,0.245816330087672,-0.0074874890026031,0.243414229278359,0.91,1
200,20,2,0.6,13,10,10,9.99206186395313,0.319855967193325,-0.0079381360468691,0.316720421525291,0.92,1
200,20,2,0.6,14,8,10,9.98026596636167,0.268767784232675,-0.0197340336383309,0.266469538473987,0.92,1
200,20,2,0.6,15,7,10,10.0208565420637,0.221929288826564,0.0208565420637417,0.220144991285155,0.93,1
200,20,2,0.6,16,6,10,9.90419265241322,0.230074927145148,-0.0958073475867831,0.236953225725312,0.94,1
200,20,2,0.6,17,5,10,10.0635154028647,0.251503962105949,0.0635154028646916,0.253023128885953,0.92,1
200,20,2,0.6,18,4,10,10.0472438891805,0.226456484413721,0.047243889180498,0.226423904634482,0.97,1
200,20,2,0.6,19,4,10,9.99888553342681,0.200418072753158,-0.00111446657318659,0.19841513406137,0.95,1
200,20,2,0.6,20,3,10,10.0114636698611,0.317053622580202,0.0114636698611275,0.314014502081085,0.94,1
200,20,2,0.6,21,2,10,10.0497586427988,0.358205986145755,0.0497586427987855,0.357099848817474,0.94,1
200,20,2,0.6,22,2,10,10.0265949498283,0.327812991860107,0.0265949498283078,0.325242153297876,0.94,1
