"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
300,10,2,0.7,2,221,10,5.00703899737798,25.0505023639439,-4.99296100262202,49.7296569140088,0.13,0.14
300,10,2,0.7,3,137,10,6.97902739989776,20.6706424983069,-3.02097260010224,29.5902115238923,0.56,0.71
300,10,2,0.7,4,96,10,8.95800450686705,7.63801133203635,-1.04199549313295,8.64738582642537,0.73,0.92
300,10,2,0.7,5,71,10,8.98310827415913,9.65044222224926,-1.01689172584087,10.5880065821104,0.78,0.9
300,10,2,0.7,6,54,10,9.28490530960524,7.19236610526851,-0.715094690394761,7.6318028604466,0.79,0.93
300,10,2,0.7,7,42,10,9.54539796105748,3.30042822317864,-0.454602038942516,3.47408695475755,0.88,0.97
300,10,2,0.7,8,33,10,9.96535074253023,1.42796638711971,-0.0346492574697717,1.41488729429172,0.88,0.99
300,10,2,0.7,9,26,10,9.98591539264147,0.368945486402114,-0.0140846073585319,0.365454407702537,0.95,1
300,10,2,0.7,10,21,10,10.0485844205546,0.337390641596967,0.0485844205545831,0.336377181101622,0.92,1
300,10,2,0.7,11,16,10,10.081215971814,0.379153031041776,0.0812159718139842,0.381957534809048,0.89,1
300,10,2,0.7,12,12,10,9.93494285129729,0.362508734245285,-0.0650571487027065,0.363116079500158,0.92,1
300,10,2,0.7,13,9,10,10.0109955060213,0.286771426073191,0.0109955060212901,0.284024612965123,0.93,1
300,10,2,0.7,14,6,10,10.051481433593,0.396595045871004,0.0514814335930183,0.395279433417086,0.91,1
300,10,2,0.7,15,4,10,9.85348874612683,0.392820794978848,-0.146511253873168,0.410358134540547,0.91,1
300,10,2,0.7,16,2,10,9.96886514674866,0.416734118408203,-0.0311348532513431,0.413536156311104,0.94,1
