"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,8,0.8,2,2,288,10,5.11267989564509,27.1375077033903,-4.88732010435491,50.7520304287881,0,0.11
200,8,0.8,2,3,184,10,8.35715357862047,16.9369436999284,-1.64284642137953,19.4665186271686,0.54,0.82
200,8,0.8,2,4,132,10,8.30727206717013,16.5378474022572,-1.69272793282987,19.2377967828171,0.65,0.82
200,8,0.8,2,5,101,10,9.7697166207849,4.7779116122824,-0.230283379215104,4.78316293090231,0.81,0.97
200,8,0.8,2,6,80,10,10.0407214718861,2.50282072169364,0.0407214718861049,2.47945075274928,0.89,0.99
200,8,0.8,2,7,65,10,9.7364782570701,2.34128374164226,-0.263521742929903,2.38731461322265,0.87,0.99
200,8,0.8,2,8,54,10,9.89966708937142,1.01997495166687,-0.100332910628579,1.01984189510541,0.91,1
200,8,0.8,2,9,45,10,10.1278923113719,1.09585524847332,0.127892311371925,1.10125313929664,0.89,1
200,8,0.8,2,10,38,10,10.0854851890625,0.808422935891563,0.0854851890624939,0.807646424081698,0.92,1
200,8,0.8,2,11,32,10,9.99161590907555,0.935547844057063,-0.00838409092444614,0.926262658597122,0.92,1
200,8,0.8,2,12,28,10,10.0265243787233,0.878021001648797,0.0265243787233125,0.869944334298967,0.91,1
200,8,0.8,2,13,24,10,9.77503227880095,1.63411811709863,-0.224967721199052,1.66838741150914,0.91,0.99
200,8,0.8,2,14,20,10,10.0715919539615,0.475351700576753,0.0715919539614926,0.47572359144301,0.96,1
200,8,0.8,2,15,17,10,9.95548483409861,0.491686359185046,-0.0445151659013927,0.488751095588424,0.98,1
200,8,0.8,2,16,15,10,10.0345081097625,0.478208607707208,0.0345081097625215,0.474617331269519,0.95,1
200,8,0.8,2,17,12,10,9.96025006815695,0.449979807032453,-0.0397499318430548,0.447060066043656,0.95,1
200,8,0.8,2,18,10,10,10.0185412302229,0.434313782951517,0.0185412302228851,0.43031442234018,0.94,1
200,8,0.8,2,19,8,10,9.91438924186189,0.489486512210829,-0.0856107581381149,0.491920848997703,0.92,1
200,8,0.8,2,20,7,10,9.86725222429145,0.476544178991364,-0.13274777570855,0.489400709157018,0.93,1
200,8,0.8,2,21,5,10,9.98688809134068,0.488568802779731,-0.0131119086593205,0.483855036900624,0.89,1
200,8,0.8,2,22,4,10,10.0529901826489,0.403328421031558,0.0529901826489017,0.402103096278407,0.97,1
200,8,0.8,2,23,3,10,9.88344340022801,0.362593094016751,-0.11655659977199,0.372552604026991,0.95,1
200,8,0.8,2,24,2,10,9.89059679403253,0.462313227811937,-0.109403205967469,0.469659157009778,0.88,1
