"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,4.44444444444444,0.4,2,2,518,10,4.66989849009505,26.9967308245639,-5.33010150990495,55.1367456222092,0.01,0.07
200,4.44444444444444,0.4,2,3,331,10,7.41044034305791,22.3012614021744,-2.58955965694209,28.7840680050147,0.38,0.74
200,4.44444444444444,0.4,2,4,237,10,9.63584961176196,7.47959947430051,-0.364150388238043,7.53740898481142,0.77,0.95
200,4.44444444444444,0.4,2,5,181,10,9.77183936912054,3.89608392784825,-0.22816063087946,3.90918036205308,0.79,0.98
200,4.44444444444444,0.4,2,6,143,10,9.41961637878169,6.36506265880966,-0.58038362121831,6.63825718000004,0.78,0.95
200,4.44444444444444,0.4,2,7,116,10,9.56339157037235,3.46709853610435,-0.43660842962765,3.62305447156523,0.8,0.98
200,4.44444444444444,0.4,2,8,96,10,9.92498172278413,2.92587129175019,-0.0750182772158734,2.90224032074913,0.9,0.98
200,4.44444444444444,0.4,2,9,81,10,10.1495810117188,1.00498430874315,0.149581011718807,1.01730894472254,0.84,1
200,4.44444444444444,0.4,2,10,68,10,10.0726523758276,0.690993187716324,0.072652375827623,0.689361623552558,0.95,1
200,4.44444444444444,0.4,2,11,58,10,10.0451685709083,0.870663040223966,0.0451685709082934,0.863996609619623,0.91,1
200,4.44444444444444,0.4,2,12,49,10,9.98151751085368,0.715442771959176,-0.0184824891463204,0.708629946644628,0.9,1
200,4.44444444444444,0.4,2,13,42,10,10.0182118828655,0.656647770809999,0.0182118828655291,0.650412965779407,0.9,1
200,4.44444444444444,0.4,2,14,36,10,9.94575981049909,0.555151539410967,-0.0542401895009057,0.552542022173951,0.91,1
200,4.44444444444444,0.4,2,15,30,10,10.0774846168231,0.495948212215707,0.0774846168230727,0.496992595937768,0.94,1
200,4.44444444444444,0.4,2,16,26,10,9.97199257538356,0.430063677363469,-0.0280074246164368,0.426547456423479,0.96,1
200,4.44444444444444,0.4,2,17,22,10,9.9002837891317,0.670646907904494,-0.0997162108682978,0.67388376153538,0.91,1
200,4.44444444444444,0.4,2,18,18,10,9.90345766070434,0.514649020476988,-0.0965423392956559,0.518822953548896,0.88,1
200,4.44444444444444,0.4,2,19,15,10,10.016837388223,0.353130316369759,0.0168373882229638,0.349882510848233,0.97,1
200,4.44444444444444,0.4,2,20,12,10,10.0549564306446,0.461137044004502,0.0549564306446353,0.459545882833656,0.91,1
200,4.44444444444444,0.4,2,21,9,10,9.97994074048872,0.388536174990895,-0.0200592595112763,0.385053187133127,0.93,1
200,4.44444444444444,0.4,2,22,7,10,9.99129083166522,0.401527978157129,-0.00870916833478041,0.397588547988641,0.92,1
200,4.44444444444444,0.4,2,23,4,10,10.024231274806,0.391938125531525,0.0242312748059668,0.388605898954932,0.92,1
200,4.44444444444444,0.4,2,24,2,10,9.89413582203295,0.418909979179411,-0.105864177967055,0.425928103564257,0.88,1
