"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,20,2,0.2,2,116,1,0.572688827160387,0.6095403395191,-0.427311172839613,0.786039774557474,0.23,0.08
200,20,2,0.2,3,74,1,0.688230410056425,0.406542919299861,-0.311769589943575,0.499677767320447,0.52,0.42
200,20,2,0.2,4,53,1,0.869608117854983,0.464777193633191,-0.130391882145017,0.477131464626178,0.67,0.49
200,20,2,0.2,5,41,1,0.951501888248211,0.270505574255116,-0.0484981117517892,0.270152585356053,0.85,0.47
200,20,2,0.2,6,32,1,0.938108251252335,0.229187961949184,-0.0618917487476648,0.230726670892736,0.82,0.55
200,20,2,0.2,7,26,1,0.905601248888589,0.211665060800236,-0.0943987511114107,0.218459534403628,0.87,0.61
200,20,2,0.2,8,22,1,1.01277209650393,0.169927089335675,0.0127720965039326,0.168390944891424,0.88,0.71
200,20,2,0.2,9,18,1,1.01891249926539,0.140981086393192,0.0189124992653924,0.139928958157724,0.91,0.74
200,20,2,0.2,10,16,1,1.06436209532367,0.13012906612146,0.064362095323675,0.132970254774699,0.91,0.83
200,20,2,0.2,11,13,1,1.02715054196053,0.16216034357263,0.027150541960526,0.161275892065654,0.91,0.76
200,20,2,0.2,12,11,1,0.993200519800174,0.12209064618668,-0.00679948019982579,0.120915972655801,0.91,0.77
200,20,2,0.2,13,10,1,1.00491652469344,0.168835989585644,0.00491652469344128,0.167171801904849,0.91,0.79
200,20,2,0.2,14,8,1,0.971033928216821,0.155131376227647,-0.0289660717831793,0.154419095779919,0.91,0.72
200,20,2,0.2,15,7,1,1.02117287882575,0.10848011094726,0.0211728788257475,0.107843600635557,0.95,0.83
200,20,2,0.2,16,6,1,0.928132564059764,0.136302238956875,-0.0718674359402357,0.14010414491593,0.95,0.67
200,20,2,0.2,17,5,1,1.04085561430301,0.160579100582314,0.0408556143030052,0.160642490796567,0.92,0.72
200,20,2,0.2,18,4,1,1.04536905595038,0.147163804053982,0.0453690559503752,0.14775051725127,0.95,0.74
200,20,2,0.2,19,4,1,0.993731457668294,0.130250503236069,-0.00626854233170571,0.128987292826673,0.97,0.74
200,20,2,0.2,20,3,1,1.01073975700153,0.217878392779611,0.0107397570015286,0.215814951232267,0.92,0.58
200,20,2,0.2,21,2,1,1.02989935557277,0.273493322622849,0.0298993555727658,0.271652360860287,0.94,0.55
200,20,2,0.2,22,2,1,1.01927319455728,0.246454792034077,0.0192731945572788,0.244361700142179,0.93,0.59
