"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,40,1,0.8,2,58,10,4.41588726379748,26.7070002193849,-5.58411273620252,57.6222452678103,0.1,0.08
200,40,1,0.8,3,37,10,7.45383700634203,20.5657449160587,-2.54616299365797,26.8430334571714,0.49,0.74
200,40,1,0.8,4,27,10,8.23839685413674,14.6529774151933,-1.76160314586326,17.6096932845567,0.65,0.83
200,40,1,0.8,5,21,10,9.64074980544418,4.7346258865135,-0.359250194555823,4.81634032993676,0.83,0.96
200,40,1,0.8,6,16,10,9.52403384989548,4.39174436790941,-0.475966150104524,4.57437070027563,0.87,0.96
200,40,1,0.8,7,13,10,9.47845693761482,3.37210740964347,-0.521543062385176,3.61039350146915,0.83,0.97
200,40,1,0.8,8,11,10,10.0093273147158,0.376537049579592,0.0093273147158186,0.372858677883604,0.93,1
200,40,1,0.8,9,9,10,10.0752465217761,0.465973579474091,0.0752465217760836,0.466975882718749,0.92,1
200,40,1,0.8,10,8,10,9.91335847332743,0.487929607249584,-0.0866415266725706,0.490557065321242,0.93,1
200,40,1,0.8,11,7,10,10.0143113847817,0.438369770859351,0.0143113847816867,0.434190888885127,0.91,1
200,40,1,0.8,12,6,10,10.0939701079371,0.385909332973009,0.0939701079370554,0.39088062082898,0.89,1
200,40,1,0.8,13,5,10,9.9867760193248,0.230762607726979,-0.0132239806751997,0.228629855314608,0.99,1
200,40,1,0.8,14,4,10,9.9547533289473,0.346114800738372,-0.0452466710527037,0.34470091397234,0.91,1
200,40,1,0.8,15,4,10,9.85394119873221,0.346916421579647,-0.146058801267793,0.364780430791636,0.9,1
200,40,1,0.8,16,3,10,10.0164592688418,0.261521337533185,0.0164592688417997,0.25917703168866,0.96,1
200,40,1,0.8,17,3,10,9.95667175738423,0.33287175979274,-0.0433282426157682,0.331420378802983,0.92,1
200,40,1,0.8,18,2,10,10.0087066027562,0.336700229200445,0.00870660275618285,0.333409031839995,0.89,1
200,40,1,0.8,19,2,10,9.9433333642441,0.264790977204079,-0.0566666357559011,0.26535417503993,0.91,1
200,40,1,0.8,20,2,10,9.9926652296848,0.303481861862222,-0.00733477031520202,0.300500842099177,0.94,1
