"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,5.71428571428571,0.2,1,2,403,1,0.389627783536984,1.01596632096501,-0.610372216463016,1.37836090038533,0.02,0.09
200,5.71428571428571,0.2,1,3,257,1,0.704181357958602,1.00292446918117,-0.295818642041398,1.08040389346857,0.46,0.24
200,5.71428571428571,0.2,1,4,184,1,0.885694235175433,1.14947329223643,-0.114305764824567,1.1510443671862,0.71,0.28
200,5.71428571428571,0.2,1,5,141,1,0.967755378909612,0.773537455544243,-0.0322446210903881,0.766841796578063,0.83,0.21
200,5.71428571428571,0.2,1,6,111,1,0.986094277708524,0.912374721305253,-0.0139057222914756,0.903444343204648,0.83,0.27
200,5.71428571428571,0.2,1,7,91,1,1.02544158405951,0.861093633017728,0.0254415840595139,0.853129970887007,0.82,0.3
200,5.71428571428571,0.2,1,8,75,1,0.99897967438805,0.589303347503948,-0.00102032561194998,0.583411355093263,0.91,0.31
200,5.71428571428571,0.2,1,9,63,1,1.05788309913732,0.513379030426161,0.057883099137318,0.51159569328764,0.91,0.39
200,5.71428571428571,0.2,1,10,53,1,0.960965018248217,0.510906820469435,-0.0390349817517829,0.507321482065103,0.92,0.32
200,5.71428571428571,0.2,1,11,45,1,0.95484569426793,0.323561658514803,-0.0451543057320699,0.322364953255801,0.94,0.34
200,5.71428571428571,0.2,1,12,38,1,0.977758494082735,0.404091614868908,-0.0222415059172647,0.400545383305687,0.92,0.39
200,5.71428571428571,0.2,1,13,33,1,0.97961958701487,0.362926214950165,-0.0203804129851305,0.359712314034108,0.92,0.43
200,5.71428571428571,0.2,1,14,28,1,1.03412411223178,0.262343962197089,0.0341241122317797,0.260884977610725,0.95,0.47
200,5.71428571428571,0.2,1,15,24,1,1.0169568906576,0.223091958844046,0.016956890657603,0.22114857539638,0.95,0.48
200,5.71428571428571,0.2,1,16,20,1,0.93189979543171,0.248368482292635,-0.06810020456829,0.250522435331951,0.87,0.48
200,5.71428571428571,0.2,1,17,17,1,0.95615741712701,0.231597742360343,-0.0438425828729904,0.231203937009714,0.95,0.48
200,5.71428571428571,0.2,1,18,14,1,0.973969833746475,0.288780197882976,-0.0260301662535251,0.286569965459332,0.93,0.57
200,5.71428571428571,0.2,1,19,12,1,0.962621849474893,0.187339736104955,-0.0373781505251073,0.186863464880583,0.94,0.56
200,5.71428571428571,0.2,1,20,9,1,1.02501322182182,0.269273335403473,0.0250132218218173,0.267206263315345,0.87,0.55
200,5.71428571428571,0.2,1,21,7,1,0.944869496810818,0.217352193901284,-0.0551305031891819,0.218218044344164,0.95,0.54
200,5.71428571428571,0.2,1,22,5,1,0.947617522188357,0.216028482643405,-0.0523824778116432,0.216612121798658,0.91,0.58
200,5.71428571428571,0.2,1,23,4,1,1.01713409873211,0.195969062765778,0.0171340987321074,0.194302949477482,0.92,0.62
200,5.71428571428571,0.2,1,24,2,1,0.925142721874759,0.209454989589699,-0.074857278125241,0.212964051782121,0.88,0.61
