"c1","c2","sigma2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,40,1,0.2,2,58,1,0.502433229744006,0.493029971606968,-0.497566770255994,0.735672362753879,0.24,0.12
200,40,1,0.2,3,37,1,0.760460917933434,0.448837366406084,-0.239539082066566,0.501727964579316,0.52,0.4
200,40,1,0.2,4,27,1,0.788033082658155,0.30961650370448,-0.211966917341845,0.351450312714839,0.67,0.44
200,40,1,0.2,5,21,1,0.974522366152315,0.29027186701422,-0.0254776338476852,0.288018258170555,0.83,0.6
200,40,1,0.2,6,16,1,0.92701857691138,0.217929751795999,-0.0729814230886197,0.221076742394079,0.86,0.57
200,40,1,0.2,7,13,1,0.852346531820075,0.207135346824351,-0.147653468179925,0.226865540021668,0.85,0.57
200,40,1,0.2,8,11,1,1.01002866128948,0.133571909995585,0.0100286612894802,0.132336764942888,0.92,0.72
200,40,1,0.2,9,9,1,1.01457241897149,0.166035905521328,0.0145724189714862,0.164587901860795,0.93,0.75
200,40,1,0.2,10,8,1,0.9369932342543,0.177506688137931,-0.0630067657457001,0.179701473786285,0.93,0.65
200,40,1,0.2,11,7,1,0.992756372756173,0.161854046390941,-0.00724362724382666,0.160287976062679,0.92,0.78
200,40,1,0.2,12,6,1,1.03765091551462,0.14173860172696,0.0376509155146172,0.14173880714878,0.91,0.81
200,40,1,0.2,13,5,1,0.986619282923199,0.0986519283400674,-0.0133807170768011,0.0978444526461562,0.97,0.77
200,40,1,0.2,14,4,1,0.970076977955653,0.14329972111638,-0.0299230220443468,0.142762111153482,0.92,0.72
200,40,1,0.2,15,4,1,0.916647111583872,0.14644619608153,-0.083352888416128,0.151929438128027,0.93,0.73
200,40,1,0.2,16,3,1,0.993569442934036,0.140694694230723,-0.00643055706596363,0.139329099352595,0.93,0.72
200,40,1,0.2,17,3,1,0.970713030258653,0.16540268100492,-0.0292869697413475,0.164606380791501,0.91,0.75
200,40,1,0.2,18,2,1,1.00542896599221,0.169854369951146,0.00542896599221443,0.168185299923379,0.92,0.71
200,40,1,0.2,19,2,1,0.975895719183968,0.154851120650971,-0.024104280816032,0.153883625798119,0.95,0.7
200,40,1,0.2,20,2,1,0.985972977483437,0.172431737305063,-0.0140270225165628,0.170904177292692,0.92,0.73
