"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,40,0.6,2,58,1,0.674950464581502,1.15136622090483,-0.325049535418498,1.24550975917157,0.01,0.48
200,40,0.6,3,37,1,0.543900894618181,0.53572056385477,-0.456099105381819,0.738389752146318,0.55,0.37
200,40,0.6,4,27,1,0.965515980451069,0.643700926980453,-0.0344840195489311,0.638453065314899,0.73,0.49
200,40,0.6,5,21,1,0.947373181428507,0.618372912185072,-0.0526268185714927,0.614958765096178,0.8,0.44
200,40,0.6,6,16,1,0.838620943461433,0.440218016949928,-0.161379056538567,0.461859036669706,0.84,0.41
200,40,0.6,7,13,1,1.03507567573653,0.447545881152517,0.0350756757365338,0.444300725369367,0.88,0.59
200,40,0.6,8,11,1,1.00100728810242,0.416612368963242,0.00100728810242345,0.412447259902931,0.87,0.53
200,40,0.6,9,9,1,1.05121765057625,0.280083604647066,0.0512176505762483,0.279906016331146,0.94,0.6
200,40,0.6,10,8,1,0.993495451690814,0.306408559593153,-0.0065045483091859,0.303386783145928,0.92,0.58
200,40,0.6,11,7,1,0.914346555217724,0.21990744825203,-0.0856534447822759,0.22504488637258,0.95,0.51
200,40,0.6,12,6,1,0.975139498840757,0.223566760122429,-0.0248605011592432,0.221949137039093,0.92,0.63
200,40,0.6,13,5,1,1.0146398131839,0.212717553265341,0.0146398131838963,0.210804701862747,0.91,0.62
200,40,0.6,14,4,1,1.08241056319813,0.18710747052593,0.082410563198128,0.192027896747303,0.93,0.81
200,40,0.6,15,4,1,0.979042361659775,0.160950972291464,-0.0209576383402255,0.159780685173349,0.93,0.68
200,40,0.6,16,3,1,0.981523238809855,0.199092574095832,-0.0184767611901453,0.197443039058952,0.92,0.71
200,40,0.6,17,3,1,0.97757000685324,0.121729304289155,-0.0224299931467596,0.121015115838827,0.96,0.77
200,40,0.6,18,2,1,0.996939449816644,0.127961160868278,-0.00306055018335649,0.12669091622702,0.96,0.77
200,40,0.6,19,2,1,0.995268686678374,0.137705898692489,-0.00473131332162635,0.136351225031312,0.95,0.77
200,40,0.6,20,2,1,0.958045181018849,0.106529705166415,-0.0419548189811509,0.107224614950492,0.93,0.81
