"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,40,0.6,2,58,10,4.45981421225026,26.0649515594045,-5.54018578774974,56.4979606065946,0,0.44
200,40,0.6,3,37,10,7.4036916011068,20.0372686707644,-2.5963083988932,26.5777132862201,0.54,0.74
200,40,0.6,4,27,10,8.40101987498999,14.0623100090978,-1.59898012501001,16.4784243491838,0.71,0.84
200,40,0.6,5,21,10,9.61349423129396,3.28265632627834,-0.386505768706035,3.3992164722586,0.8,0.97
200,40,0.6,6,16,10,9.74022996049546,1.50308929347506,-0.259770039504543,1.55553887396451,0.88,0.99
200,40,0.6,7,13,10,9.98443934116019,1.36681878658776,-0.0155606588398065,1.35339273282541,0.85,0.99
200,40,0.6,8,11,10,10.012129767093,0.43937978527134,0.012129767092997,0.435133118668357,0.88,1
200,40,0.6,9,9,10,9.92672462214988,1.39530916937603,-0.0732753778501163,1.38672535868135,0.89,0.99
200,40,0.6,10,8,10,9.89062452625645,0.286688668390514,-0.109375473743549,0.295784775963234,0.92,1
200,40,0.6,11,7,10,10.00266644564,0.328025213842897,0.00266644563996365,0.324752071636819,0.88,1
200,40,0.6,12,6,10,9.9163231964725,0.233431569372858,-0.0836768035274957,0.238099061127708,0.9,1
200,40,0.6,13,5,10,10.0138011496869,0.191860393496663,0.0138011496869268,0.190132261294378,0.94,1
200,40,0.6,14,4,10,10.0229664611342,0.193081353778521,0.0229664611342422,0.191677998577767,0.94,1
200,40,0.6,15,4,10,9.98091003515617,0.17171013440719,-0.019089964843829,0.170357459820856,0.92,1
200,40,0.6,16,3,10,9.98495396659064,0.170669713529968,-0.0150460334093641,0.169189399516024,0.91,1
200,40,0.6,17,3,10,9.99486307773232,0.145738557992053,-0.00513692226767759,0.144307560382517,0.93,1
200,40,0.6,18,2,10,10.0603769407622,0.130638829881349,0.0603769407622394,0.132977816558342,0.94,1
200,40,0.6,19,2,10,9.9510179731833,0.169296386532494,-0.0489820268166969,0.17000266161824,0.87,1
200,40,0.6,20,2,10,10.041673408821,0.131369417568633,0.0416734088209534,0.131792396395705,0.91,1
