"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,6.66666666666667,0.8,2,346,10,4.89043357526233,26.1673379806937,-5.10956642473767,52.0133336496933,0.02,0.49
200,6.66666666666667,0.8,3,221,10,8.05767425975774,16.3183756644541,-1.94232574024226,19.9278211890172,0.53,0.81
200,6.66666666666667,0.8,4,158,10,9.28459304007353,6.47602437415088,-0.71540695992647,6.9230712487206,0.79,0.94
200,6.66666666666667,0.8,5,120,10,9.36525258340305,5.31654989311205,-0.634747416596952,5.66628867705743,0.82,0.95
200,6.66666666666667,0.8,6,96,10,9.48558373754909,5.44310385575699,-0.514416262450915,5.65329690827339,0.8,0.95
200,6.66666666666667,0.8,7,78,10,10.1553089585066,0.459183389069892,0.155308958506579,0.478712427771591,0.87,1
200,6.66666666666667,0.8,8,64,10,10.0059040480153,1.47860502457793,0.00590404801532785,1.46385383211511,0.88,0.99
200,6.66666666666667,0.8,9,54,10,9.96273282328069,0.357467713198906,-0.0372671767193129,0.355281878527546,0.92,1
200,6.66666666666667,0.8,10,46,10,9.92054900552588,0.462450834159647,-0.0794509944741169,0.464138786340977,0.9,1
200,6.66666666666667,0.8,11,39,10,10.0781328058315,0.291787081570843,0.078132805831455,0.294973946102231,0.94,1
200,6.66666666666667,0.8,12,33,10,9.95173958491506,0.284444083025396,-0.0482604150849415,0.283928709859313,0.94,1
200,6.66666666666667,0.8,13,28,10,9.96586048151086,0.262212954104847,-0.0341395184891411,0.260756331286468,0.92,1
200,6.66666666666667,0.8,14,24,10,9.97560448449509,0.261055364081995,-0.02439551550491,0.259039951617925,0.95,1
200,6.66666666666667,0.8,15,21,10,10.0315546546692,0.176409064994352,0.0315546546691756,0.1756406705757,0.94,1
200,6.66666666666667,0.8,16,17,10,9.91271667733037,0.260956790205658,-0.0872833226696308,0.265965600719853,0.92,1
200,6.66666666666667,0.8,17,15,10,9.94037003559431,0.199448148366129,-0.0596299644056888,0.201009399537491,0.97,1
200,6.66666666666667,0.8,18,12,10,10.0413806403584,0.192845689201289,0.0413806403583603,0.192629589705744,0.96,1
200,6.66666666666667,0.8,19,10,10,9.96158824681001,0.167543924879891,-0.0384117531899886,0.167343948414221,0.94,1
200,6.66666666666667,0.8,20,8,10,10.0286974724805,0.126207526042964,0.0286974724804931,0.125768995709303,0.96,1
200,6.66666666666667,0.8,21,6,10,10.0128587253155,0.152740888495305,0.0128587253154873,0.151378826427091,0.95,1
200,6.66666666666667,0.8,22,5,10,9.98438690145867,0.155586467130391,-0.0156130985413281,0.154274371305148,0.95,1
200,6.66666666666667,0.8,23,3,10,10.0378534654882,0.193216907308028,0.0378534654882099,0.192717623084415,0.92,1
200,6.66666666666667,0.8,24,2,10,9.99321869383723,0.167444732828053,-0.00678130616276817,0.165816271613046,0.92,1
