"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,5.71428571428571,0.8,2,403,10,4.84936861165517,26.3221731580108,-5.15063138834483,52.5879551250337,0.01,0.48
200,5.71428571428571,0.8,3,257,10,7.32589199644181,19.9594124839705,-2.67410800355819,26.9106719738247,0.49,0.74
200,5.71428571428571,0.8,4,184,10,9.25961777921264,8.33443658861789,-0.740382220787364,8.79925805558974,0.69,0.92
200,5.71428571428571,0.8,5,141,10,9.55899757336241,5.56092665276643,-0.441002426637592,5.69980052653901,0.8,0.95
200,5.71428571428571,0.8,6,111,10,9.80140400454592,2.50509823117562,-0.198595995454077,2.51948761827426,0.83,0.98
200,5.71428571428571,0.8,7,91,10,10.012957710451,1.4831028830266,0.0129577104510386,1.46843975645647,0.9,0.99
200,5.71428571428571,0.8,8,75,10,10.0059173114015,0.383657445981442,0.00591731140148788,0.37985588609585,0.92,1
200,5.71428571428571,0.8,9,63,10,9.94521793233634,0.436152977229538,-0.0547820676636643,0.434792522394749,0.88,1
200,5.71428571428571,0.8,10,53,10,10.0489092110868,0.361256676777575,0.0489092110867553,0.360036220938928,0.94,1
200,5.71428571428571,0.8,11,45,10,10.0449843831999,0.362913014276176,0.0449843831999051,0.36130747886529,0.87,1
200,5.71428571428571,0.8,12,38,10,10.0736706774633,0.339284319509224,0.0736706774633049,0.341318845032034,0.91,1
200,5.71428571428571,0.8,13,33,10,10.0371675398124,0.249978184608902,0.0371675398124189,0.248859828778521,0.92,1
200,5.71428571428571,0.8,14,28,10,10.01908173659,0.214994227937704,0.01908173658998,0.213208398329616,0.97,1
200,5.71428571428571,0.8,15,24,10,10.0526475420156,0.161474911302847,0.0526475420155545,0.162631925870099,0.95,1
200,5.71428571428571,0.8,16,20,10,10.0391497575035,0.214498210943144,0.0391497575034876,0.213885932346295,0.94,1
200,5.71428571428571,0.8,17,17,10,10.0732668997734,0.23707830350823,0.0732668997733992,0.240075559075553,0.96,1
200,5.71428571428571,0.8,18,14,10,10.0027570578418,0.201702109748749,0.002757057841837,0.199692690019204,0.94,1
200,5.71428571428571,0.8,19,12,10,10.0745477409321,0.193784743908818,0.0745477409321396,0.197404262147815,0.89,1
200,5.71428571428571,0.8,20,9,10,10.0650572116126,0.163247238820568,0.0650572116125527,0.165847207215162,0.94,1
200,5.71428571428571,0.8,21,7,10,9.99821298434535,0.166600008766154,-0.00178701565465289,0.164937202103442,0.96,1
200,5.71428571428571,0.8,22,5,10,9.98438690145867,0.155586467130391,-0.0156130985413281,0.154274371305148,0.95,1
200,5.71428571428571,0.8,23,4,10,10.0342333938292,0.144827172702665,0.0342333938291759,0.144550826228702,0.93,1
200,5.71428571428571,0.8,24,2,10,9.99321869383723,0.167444732828053,-0.00678130616276817,0.165816271613046,0.92,1
