"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,13.3333333333333,0.4,2,173,10,5.0489101158721,26.0493952628176,-4.9510898841279,50.302192350903,0.03,0.5
200,13.3333333333333,0.4,3,111,10,7.61377758376018,18.8648735168165,-2.38622241623982,24.3702822014138,0.51,0.76
200,13.3333333333333,0.4,4,79,10,9.09440899332998,8.59742101045978,-0.905591006670019,9.3315418717168,0.75,0.91
200,13.3333333333333,0.4,5,60,10,9.6129030328867,4.1996780511351,-0.387096967113303,4.30752533257206,0.79,0.96
200,13.3333333333333,0.4,6,48,10,9.28609568702538,6.91069965242539,-0.713904312974616,7.35125202398489,0.76,0.93
200,13.3333333333333,0.4,7,39,10,10.0375677227233,0.223731356668983,0.0375677227232956,0.222905376892908,0.9,1
200,13.3333333333333,0.4,8,32,10,10.0819175711803,0.235083777537593,0.0819175711803268,0.239443428230301,0.93,1
200,13.3333333333333,0.4,9,27,10,9.94718713222946,1.20012330725243,-0.0528128677705411,1.19091127318206,0.9,0.99
200,13.3333333333333,0.4,10,23,10,9.96578886464399,0.24247350250596,-0.03421113535601,0.241219169263248,0.88,1
200,13.3333333333333,0.4,11,20,10,10.0060723205681,0.119851753430723,0.00607232056806595,0.118690108973497,0.97,1
200,13.3333333333333,0.4,12,17,10,9.96508639071326,0.181665921890863,-0.0349136092867361,0.181068222785381,0.9,1
200,13.3333333333333,0.4,13,14,10,9.97252921475367,0.134901587259355,-0.0274707852463276,0.134307215428811,0.93,1
200,13.3333333333333,0.4,14,12,10,9.98817322891752,0.14931526247812,-0.0118267710824753,0.147961982367576,0.9,1
200,13.3333333333333,0.4,15,11,10,9.96298246688416,0.105288371958386,-0.03701753311584,0.105605785996784,0.94,1
200,13.3333333333333,0.4,16,9,10,9.97559701903905,0.111464355182616,-0.0244029809609536,0.110945217110571,0.95,1
200,13.3333333333333,0.4,17,8,10,9.93720434784168,0.104474465952588,-0.0627956521583215,0.107373015223051,0.92,1
200,13.3333333333333,0.4,18,6,10,9.95060241372022,0.110305329961473,-0.0493975862797775,0.111642398192127,0.91,1
200,13.3333333333333,0.4,19,5,10,9.95151846257958,0.0960008715281513,-0.0484815374204217,0.0973913222835175,0.95,1
200,13.3333333333333,0.4,20,4,10,9.97660864415381,0.0895646488051031,-0.0233913558461936,0.0892161578453753,0.92,1
200,13.3333333333333,0.4,21,3,10,9.98592128494554,0.0927180930865484,-0.0140787150544632,0.0919891223732677,0.87,1
200,13.3333333333333,0.4,22,3,10,10.0164606886971,0.0680916526910646,0.0164606886970677,0.0676816904365357,0.94,1
200,13.3333333333333,0.4,23,2,10,9.98613867592505,0.0880153126309323,-0.0138613240749539,0.0873272958097339,0.9,1
