"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,8,0.4,2,288,10,4.61766494841969,25.5875813124518,-5.38233505158031,54.3012361067972,0.01,0.46
200,8,0.4,3,184,10,7.40875556595226,21.065300829827,-2.59124443404774,27.5691955385121,0.46,0.73
200,8,0.4,4,132,10,8.71036187696571,11.762850595127,-1.28963812303429,13.3083885775592,0.7,0.87
200,8,0.4,5,101,10,9.00430603584713,9.4415041999846,-0.995693964152865,10.3384956282352,0.75,0.9
200,8,0.4,6,80,10,9.51693473317839,4.07347333452034,-0.483065266821614,4.26609065318458,0.86,0.96
200,8,0.4,7,65,10,10.0394088629597,0.223903989665967,0.0394088629597373,0.223218008249087,0.94,1
200,8,0.4,8,54,10,9.78494955992212,3.18194779158191,-0.215050440077878,3.19637500544378,0.87,0.97
200,8,0.4,9,45,10,9.91213690334417,0.218551878433564,-0.087863096655834,0.224086283403181,0.89,1
200,8,0.4,10,38,10,9.88981183764314,1.2400822458763,-0.110188162356858,1.23982285454112,0.82,0.99
200,8,0.4,11,32,10,10.0397428952138,0.1892714252013,0.0397428952137862,0.188958208669261,0.92,1
200,8,0.4,12,28,10,10.0412694068518,0.142818987833661,0.0412694068517787,0.143093961897223,0.93,1
200,8,0.4,13,24,10,10.0262680293427,0.156881281983439,0.0262680293427096,0.156002478529154,0.91,1
200,8,0.4,14,20,10,10.03504785109,0.133254818493839,0.0350478510899705,0.133150622174925,0.93,1
200,8,0.4,15,17,10,9.96832674655223,0.123558236716478,-0.0316732534477726,0.123325849333281,0.9,1
200,8,0.4,16,15,10,9.95962058907922,0.113683943265817,-0.0403794109207762,0.114177600659467,0.89,1
200,8,0.4,17,12,10,10.0010147629688,0.0858822805884519,0.00101476296884861,0.0850244875264503,0.95,1
200,8,0.4,18,10,10,10.0578625376341,0.0792089188955392,0.0578625376340973,0.0817649029680411,0.94,1
200,8,0.4,19,8,10,9.96099457272213,0.0722345995245922,-0.039005427277873,0.0730336768864758,0.96,1
200,8,0.4,20,7,10,10.0788669203451,0.116632451238343,0.0788669203450567,0.121686117850673,0.89,1
200,8,0.4,21,5,10,9.97240070314206,0.0883744949953986,-0.0275992968579377,0.0882524712324972,0.9,1
200,8,0.4,22,4,10,9.99372050296377,0.0840848358169118,-0.00627949703622654,0.0832834195417707,0.93,1
200,8,0.4,23,3,10,10.0188255405631,0.0768306998162072,0.0188255405630997,0.076416793795538,0.96,1
200,8,0.4,24,2,10,10.0661967383247,0.0860106675794794,0.066196738324674,0.0895325690685099,0.89,1
