"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,5.71428571428571,0.4,2,403,10,4.80682931441676,25.733036088224,-5.19317068558324,52.4447274969428,0,0.48
200,5.71428571428571,0.4,3,257,10,7.22074869455276,19.791398922599,-2.77925130544724,27.3177227522032,0.54,0.73
200,5.71428571428571,0.4,4,184,10,8.8520963904135,11.2944709527489,-1.1479036095865,12.4992089401231,0.68,0.88
200,5.71428571428571,0.4,5,141,10,9.28228974901453,5.84459263968155,-0.717710250985473,6.30125471765436,0.79,0.94
200,5.71428571428571,0.4,6,111,10,9.65825065612989,3.23368508454276,-0.341749343870113,3.31814084773299,0.87,0.97
200,5.71428571428571,0.4,7,91,10,9.9618450196363,1.249880756857,-0.0381549803636947,1.23883775181499,0.84,0.99
200,5.71428571428571,0.4,8,75,10,9.94279808289058,0.223669900900553,-0.0572019171094222,0.224705261212541,0.88,1
200,5.71428571428571,0.4,9,63,10,10.0469464378364,0.227601020352535,0.0469464378363877,0.227528978174535,0.86,1
200,5.71428571428571,0.4,10,53,10,9.84026531588039,1.21524218212207,-0.159734684119613,1.22860492961164,0.87,0.99
200,5.71428571428571,0.4,11,45,10,9.97390175700031,0.172847059862877,-0.0260982429996925,0.171799707551919,0.91,1
200,5.71428571428571,0.4,12,38,10,9.94271044517767,0.13074380657154,-0.0572895548223347,0.132718461597566,0.93,1
200,5.71428571428571,0.4,13,33,10,9.97836976440327,0.128600756623595,-0.0216302355967297,0.12778261614933,0.93,1
200,5.71428571428571,0.4,14,28,10,10.0278131104384,0.1085729503304,0.0278131104384212,0.108260789939355,0.95,1
200,5.71428571428571,0.4,15,24,10,9.99717716951466,0.124099477172049,-0.00282283048534282,0.122866450772278,0.93,1
200,5.71428571428571,0.4,16,20,10,10.0077871563413,0.0931759667532134,0.00778715634131721,0.0923048468895654,0.96,1
200,5.71428571428571,0.4,17,17,10,10.0125130359375,0.098833358015259,0.0125130359374772,0.0980016005034791,0.94,1
200,5.71428571428571,0.4,18,14,10,10.0342718136664,0.0838813241230932,0.0342718136663898,0.0842170680938461,0.96,1
200,5.71428571428571,0.4,19,12,10,9.99801207111194,0.0721052677270793,-0.0019879288880631,0.0713881669110725,0.95,1
200,5.71428571428571,0.4,20,9,10,10.0014991243482,0.0695280126938975,0.00149912434818766,0.0688349799407699,0.95,1
200,5.71428571428571,0.4,21,7,10,10.0137652684833,0.0826741893838558,0.0137652684832528,0.0820369301064333,0.93,1
200,5.71428571428571,0.4,22,5,10,9.98554909706051,0.0791349548817939,-0.014450902939485,0.0785524339287423,0.94,1
200,5.71428571428571,0.4,23,4,10,9.96561850610285,0.0783654038805329,-0.0343814938971541,0.0787638369643276,0.93,1
200,5.71428571428571,0.4,24,2,10,10.0661967383247,0.0860106675794794,0.066196738324674,0.0895325690685099,0.89,1
