"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
200,4,0.6,2,576,1,0.503393867161791,0.931065118317481,-0.496606132838209,1.16837211830683,0.01,0.49
200,4,0.6,3,367,1,0.788414464407392,0.91792409953689,-0.211585535592608,0.953513297413532,0.47,0.43
200,4,0.6,4,263,1,0.786774527154395,0.733688623472973,-0.213225472845605,0.771816839508475,0.77,0.47
200,4,0.6,5,201,1,0.885375635421671,0.543073477049968,-0.114624364578329,0.550781487234454,0.8,0.4
200,4,0.6,6,159,1,0.953845438457926,0.556181258761093,-0.0461545615420741,0.552749689724623,0.84,0.46
200,4,0.6,7,129,1,0.886685858303374,0.386235464989637,-0.113314141696626,0.395213205048183,0.86,0.44
200,4,0.6,8,107,1,0.988778204774653,0.376552984445005,-0.0112217952253471,0.372913383288635,0.92,0.52
200,4,0.6,9,89,1,1.02367777300584,0.283191131423377,0.0236777730058393,0.280919857043659,0.92,0.56
200,4,0.6,10,76,1,1.03290775813167,0.247050035070122,0.0329077581316706,0.245662455264673,0.91,0.65
200,4,0.6,11,64,1,0.955378512822709,0.254633520891588,-0.0446214871772911,0.254078262800585,0.87,0.58
200,4,0.6,12,55,1,0.963390181571104,0.183847779247291,-0.0366098184288958,0.183349580260215,0.95,0.64
200,4,0.6,13,47,1,1.00634931208429,0.266561296865886,0.00634931208429479,0.26393599766117,0.91,0.7
200,4,0.6,14,40,1,1.03683476802645,0.185781804498173,0.0368347680264451,0.185280786588754,0.96,0.73
200,4,0.6,15,34,1,1.03044099802123,0.17464610738776,0.0304409980212297,0.173826300674411,0.92,0.77
200,4,0.6,16,29,1,0.979264656703271,0.160713200815291,-0.0207353432967291,0.159536023268771,0.94,0.78
200,4,0.6,17,24,1,1.02345611720821,0.143531641819892,0.0234561172082095,0.142646514836178,0.92,0.78
200,4,0.6,18,20,1,1.00595532597678,0.160842341231507,0.0059553259767775,0.159269383726681,0.91,0.81
200,4,0.6,19,16,1,1.02419767002465,0.11186652754239,0.0241976700246505,0.111333389501588,0.96,0.84
200,4,0.6,20,13,1,0.970622581666002,0.136469459254244,-0.0293774183339975,0.135967797369672,0.92,0.8
200,4,0.6,21,10,1,0.963859618923668,0.111255503572515,-0.0361403810763321,0.111449075681132,0.95,0.78
200,4,0.6,22,7,1,0.984910257219714,0.14936424827691,-0.0150897427802857,0.148098306131316,0.9,0.77
200,4,0.6,23,5,1,1.01044092588213,0.101498176732208,0.0104409258821332,0.100592207898162,0.91,0.92
200,4,0.6,24,3,1,0.982663908854658,0.108470249444834,-0.0173360911453421,0.107686087006586,0.92,0.88
