"c1","c2","gamma2","G","R","beta","beta_hat","beta_var","bias","mse","coverage","power"
300,20,0.3,2,111,1,0.52040941743373,0.598025181422631,-0.47959058256627,0.822052056494658,0.01,0.5
300,20,0.3,3,69,1,0.72077510218622,0.572508428607415,-0.27922489781378,0.644749887880457,0.44,0.48
300,20,0.3,4,48,1,0.73671734475815,0.376916643746399,-0.26328265524185,0.442465233860134,0.69,0.43
300,20,0.3,5,36,1,0.886993164309345,0.352009270375284,-0.113006835690655,0.361259722584346,0.74,0.59
300,20,0.3,6,27,1,1.00330475133464,0.289829269770486,0.00330475133463648,0.286941898454165,0.83,0.63
300,20,0.3,7,21,1,0.954907801368127,0.217334604546668,-0.0450921986318726,0.217194564878657,0.83,0.7
300,20,0.3,8,17,1,1.01717031488708,0.135074961852777,0.0171703148870819,0.134019031947571,0.94,0.82
300,20,0.3,9,13,1,0.99274650714256,0.122847503908718,-0.00725349285744015,0.121671642028264,0.93,0.78
300,20,0.3,10,11,1,1.05220548905329,0.150541035046298,0.0522054890532933,0.151761037783128,0.92,0.87
300,20,0.3,11,8,1,1.01586360603739,0.139978419763178,0.0158636060373938,0.138830289562056,0.9,0.88
300,20,0.3,12,6,1,0.98317905749547,0.104662675775878,-0.0168209425045295,0.10389899312486,0.92,0.9
300,20,0.3,13,5,1,1.02019919897973,0.100768266412533,0.0201991989797252,0.100168591387831,0.88,0.91
300,20,0.3,14,3,1,0.979929333541963,0.0974040309268078,-0.0200706664580371,0.0968328222696095,0.9,0.9
300,20,0.3,15,2,1,0.952700573397781,0.0766167129974148,-0.0472994266022193,0.0780877816243394,0.94,0.92
